,Data.ID,Location,Level,Nation.code,State.code,County.code,Crop,Qualifier,Crop.name.in.original.data,Plant.start,Plant.start.date,Plant.end,Plant.end.date,Plant.median,Plant.range,Harvest.start,Harvest.start.date,Harvest.end,Harvest.end.date,Harvest.median,Harvest.range,Source,Notes,X,full.crop.name,location.code,tot.days,lat.avg,lon.avg,harvested.area,tmin.day.avg,temp.average,precip.average,temp.min,precip.min,temp.max,precip.max,temp.min.month,precip.min.month,temp.max.month,precip.max.month,temp.at.planting,precip.at.planting,sunfrac.at.planting,daylength.at.planting,dsw.at.planting,precip.over.pet.min,precip.over.pet.min.day,precip.over.pet.max,precip.over.pet.max.day,precip.over.pet.at.planting,apr.to.sept.temp.anomaly,apr.to.sept.precip.frac,gdd.base.0.between.plant.and.harvest,gdd.base.4.between.plant.and.harvest,gdd.base.5.between.plant.and.harvest,gdd.base.8.between.plant.and.harvest,gdd.base.10.between.plant.and.harvest,gdd.base.0,gdd.base.4,gdd.base.5,gdd.base.8,gdd.base.10,gdd.base.0.from.plant.until.cold,gdd.base.4.from.plant.until.cold,gdd.base.5.from.plant.until.cold,gdd.base.8.from.plant.until.cold,gdd.base.10.from.plant.until.cold,ndays.growing.season.below.0,ndays.growing.season.below.5,ndays.growing.season.below.10,ndays.growing.season.below.12,ndays.growing.season.below.15,ndays.growing.season.below.17,ndays.below.0,ndays.below.5,ndays.below.10,ndays.below.12,ndays.below.15,ndays.below.17,LGP,LGP.T,LGP.P,LGP.tmin5.tmax100,LGP.T.tmin5.tmax100,LGP.P.tmin5.tmax100,temp.growing.season,precip.growing.season,ndays.since.snowfrac_0.5,ndays.since.snowfrac_0.1,ndays.since.snowfrac_0.05,ndays.since.snowfrac_0,climate.category,misclassified,climate.category.string
1113,1387,Karnataka,C,75,1752,15896,Groundnuts,,Groundnut,127,5/7,182,7/1,154.5,56,267,9/24,308,11/4,287.5,42,imdagrimet,"*Data sheet indicates ""irrigated (rainfed)""; WJS: fixed typo in sowing start (was week 9)",NA,Groundnuts,15896,133,12.07526617,76.62343179,215.6010616,9.270316939,23.94584781,105.5764572,21.85141464,4.3969318,27.18548008,273.2797559,12,1,4,7,24.84169523,138.7109439,0.4495028734,13.56805041,209.7740295,0.03090251506,16,2.276361853,197,0.9725221595,0.5937194536,1.50520739,3124.326197,2592.326197,2459.326197,2060.326197,1794.326197,8738.789842,7278.789842,6913.789842,5818.789842,5088.789842,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,212,365,212,212,365,212,23.49117442,187.2767597,365,365,365,365,3,FALSE,3
1114,1388,Karnataka,C,75,1752,-1,Groundnuts,,Groundnut,148,5/28,182,7/1,165,35,260,9/17,308,11/4,284,49,imdagrimet,,NA,Groundnuts,-1,119,15.53817706,75.19630908,2066.655337,7.977808001,25.36725229,64.449768,22.63091072,0.3033938722,29.30040682,171.7044264,12,1,4,7,26.06830283,85.91735707,0.3758737445,13.83405649,197.5558319,0.002241429361,16,1.423683698,197,0.62412526,0.9365061421,1.5553769,2952.065244,2476.065244,2357.065244,2000.065244,1762.065244,9258.064276,7798.064276,7433.064276,6338.064276,5608.064276,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,155,365,155,155,365,155,24.80727096,123.4698178,365,365,365,365,3,FALSE,3
1115,1389,Karnataka,C,75,1752,15891,Groundnuts,,Groundnut,148,5/28,182,7/1,165,35,267,9/24,308,11/4,287.5,42,imdagrimet,,NA,Groundnuts,15891,122.5,16.98180313,76.860418,980.3116872,8.808212282,27.36464813,63.18749181,22.900868,2.150080099,32.72054124,186.0390788,12,1,5,9,29.31100364,98.50553132,0.4324292059,13.93361816,212.3615542,0.01536932212,16,1.293292021,258,0.6368592035,1.773197228,1.659702389,3339.034496,2847.034496,2724.034496,2355.034496,2109.034496,9845.669371,8385.669371,8020.669371,6925.669371,6195.669371,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,137,365,137,137,365,137,27.14662192,141.8985772,365,365,365,365,3,FALSE,3
1116,1390,Karnataka,C,75,1752,15890,Sorghum,2,Jowar,246,9/3,308,11/4,277,63,1,1/1,77,3/18,39,77,imdagrimet,Crop given as Jowar - Indian syn. for sorghum,NA,Sorghum.2,15890,127,15.15253505,75.42685932,1877.201145,8.481788877,25.43723681,61.77943322,22.72630239,0.3179638258,29.31652059,154.1405674,12,1,4,7,25.00526175,118.1852099,0.5473323267,12.67087426,215.0088845,0.002278773682,16,1.27039318,197,0.8113872264,0.9270302304,1.523418406,3006.114099,2498.114099,2371.114099,1990.114099,1736.114099,9283.535161,7823.535161,7458.535161,6363.535161,5633.535161,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,153,365,153,153,365,153,23.67018975,36.67098256,365,365,365,365,3,TRUE,3X
1117,1391,Karnataka,C,75,1752,-1,Sorghum,,Jowar,134,5/14,182,7/1,158,49,253,9/10,308,11/4,280.5,56,imdagrimet,Crop given as Jowar - Indian syn. for sorghum,NA,Sorghum,-1,122.5,15.65264201,76.79145998,2470.999565,8.753965335,26.13033571,67.40489356,22.38203877,2.254797053,30.58918912,154.4322752,12,1,4,9,28.29090826,89.30745402,0.4749860803,13.81545111,220.5049494,0.01611235979,16,1.176850269,197,0.5653448296,1.417906906,1.571185632,3190.871211,2698.871211,2575.871211,2206.871211,1960.871211,9515.041243,8055.041243,7690.041243,6595.041243,5865.041243,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,152,365,152,152,365,152,25.94204237,134.3489437,365,365,365,365,3,FALSE,3
1118,1392,Karnataka,C,75,1752,15895,Sugarcane,,Sugarcane,141,5/21,245,9/2,193,105,204,7/23,287,10/14,245.5,84,imdagrimet,Harvest in next year,NA,Sugarcane,15895,52.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
1119,1393,Karnataka,C,75,1752,15894,Sugarcane,,Sugarcane,15,1/15,70,3/11,42.5,56,64,3/5,161,6/10,112.5,98,imdagrimet,Harvest in next year,NA,Sugarcane,15894,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
1120,1394,Kerala,C,75,1796,-1,Rice,,Paddy - I,113,4/23,168,6/17,140.5,56,232,8/20,294,10/21,263,63,imdagrimet,Early Kharif,NA,Rice,-1,122.5,11.60096001,75.71244365,396.1583598,13.64520558,26.8326107,286.5512195,25.43153413,3.132220293,29.17531892,1037.942054,7,1,4,7,28.20887495,318.8308162,0.5748371311,13.451569,238.3784332,0.02001264212,16,8.060893322,196,1.876907836,0.02100418764,1.748693447,3205.240596,2713.240596,2590.240596,2221.240596,1975.240596,9792.391812,8332.391812,7967.391812,6872.391812,6142.391812,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,227,365,227,227,365,227,26.05886663,668.5469525,365,365,365,365,3,FALSE,3
1121,1395,Kerala,C,75,1796,-1,Rice,,Paddy - I,92,4/2,147,5/27,119.5,56,218,8/6,273,9/30,245.5,56,imdagrimet,"WJS: I have added Thiruvananthapuram and Pathanamthitta from obs #117, which had same calendars (they were in the same obs. in original data, but George split them into a separate obs.)",NA,Rice,-1,126,9.47394485,76.54197577,1024.37283,13.76441981,27.11539706,238.5906227,26.02793826,14.95174029,28.99748904,606.5362262,7,1,4,7,28.65747221,191.8042299,0.6020556456,13.1753905,244.3242141,0.09390720294,16,4.537910205,196,1.092562628,0.002384473579,1.556922027,3380.676048,2876.676048,2750.676048,2372.676048,2120.676048,9895.801977,8435.801977,8070.801977,6975.801977,6245.801977,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,254,365,254,254,365,254,26.83076228,445.1330257,365,365,365,365,3,FALSE,3
1122,1396,Kerala,C,75,1796,-1,Rice,,Paddy - I,113,4/23,147,5/27,130,35,232,8/20,273,9/30,252.5,42,imdagrimet,,NA,Rice,-1,122.5,10.71140795,76.52424467,1225.83274,12.26882674,26.43806097,209.4712943,25.18712148,8.906736612,28.9911979,664.2714804,12,1,4,7,28.3227729,171.6103574,0.5985654047,13.31983964,243.699744,0.05800720729,16,5.106067274,196,0.9860016049,0.3097985686,1.607444409,3221.42864,2729.42864,2606.42864,2237.42864,1991.42864,9648.763528,8188.763528,7823.763528,6728.763528,5998.763528,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,238,365,238,238,365,238,26.19047675,429.5144097,365,365,365,365,3,FALSE,3
1123,1397,Kerala,C,75,1796,-1,Rice,2,Paddy - II,232,8/20,287,10/14,259.5,56,337,12/3,56,2/25,14,85,imdagrimet,,NA,Rice.2,-1,119.5,12.34247075,75.18098734,82.19677294,14.85205288,26.79711712,343.7300851,25.35643554,1.58661545,29.00012671,1327.630956,8,1,4,7,25.955479,345.3819132,0.4733557929,12.88965518,210.2561975,0.01007116273,16,10.4439182,196,2.367156284,-0.04403196779,1.80393195,3177.01764,2697.01764,2577.01764,2217.01764,1977.01764,9779.512487,8319.512487,7954.512487,6859.512487,6129.512487,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,219,365,219,219,365,219,26.475147,136.7788804,365,365,365,365,3,TRUE,3X
1124,1398,Kerala,C,75,1796,-1,Rice,2,Paddy - II,260,9/17,294,10/21,277,35,15,1/15,49,2/18,32,35,imdagrimet,,NA,Rice.2,-1,120,10.64832178,76.46131263,1561.567731,12.43374524,26.60500218,219.9106053,25.486878,8.020781909,29.08500088,694.8696347,12,1,4,7,26.31791939,245.761236,0.493953681,12.70503523,209.8178333,0.05205599811,16,5.320738138,196,1.682374854,0.2428189225,1.621140377,3107.26577,2627.26577,2507.26577,2147.26577,1907.26577,9709.620819,8249.620819,7884.620819,6789.620819,6059.620819,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,238,365,238,238,365,238,25.89388142,106.2823718,365,365,365,365,3,TRUE,3X
1125,1399,Kerala,C,75,1796,-1,Rice,2,Paddy - II,218,8/6,273,9/30,245.5,56,344,12/10,35,2/4,7,57,imdagrimet,,NA,Rice.2,-1,126.5,9.749694059,76.51818145,544.576099,13.30870688,27.11483893,242.8379298,25.98915572,11.09767601,29.08826255,675.2964357,7,1,4,7,26.35303287,330.7534959,0.459227277,12.99699074,210.3155695,0.07037291011,16,5.060585561,196,2.248503083,0.002452360762,1.593274257,3391.330768,2883.330768,2756.330768,2375.330768,2121.330768,9895.567222,8435.567222,8070.567222,6975.567222,6245.567222,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,248,365,248,248,365,248,26.70339187,185.0555701,365,365,365,365,3,TRUE,3X
1126,1400,Kerala,C,75,1796,15902,Rice,3,Paddy - III,344,12/10,28,1/28,3.5,50,106,4/16,147,5/27,126.5,42,imdagrimet,,NA,Rice.3,15902,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
1127,1401,Kerala,C,75,1796,15904,Pulses,,Pulses,309,11/5,336,12/2,322.5,28,29,1/29,56,2/25,42.5,28,imdagrimet,,NA,Pulses,15904,85,11.96105889,75.46290998,72.54346927,13.92787515,26.79765514,313.0102933,25.32561453,3.202738876,29.12542066,1193.738566,7,1,4,7,26.60013818,86.8076311,0.6202988308,12.29516194,206.9133716,0.01842010238,45,9.339095729,196,0.6132613816,-0.02220688242,1.791011379,2240.16948,1900.16948,1815.16948,1560.16948,1390.16948,9779.513655,8319.513655,7954.513655,6859.513655,6129.513655,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,219,365,219,219,365,219,26.35493506,24.58483627,365,365,365,365,3,TRUE,3X
1128,1402,Kerala,S,75,1796,NA,Other,Tapioca,Tapioca,120,4/30,154,6/3,137,35,22,1/22,49,2/18,35.5,28,imdagrimet,,NA,Other.Tapioca,1796,263.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
1129,1403,Maharashtra,C,75,1710,-1,Sorghum,,Jowar (Kharif),134,5/14,189,7/8,161.5,56,274,10/1,308,11/4,291,35,imdagrimet,,NA,Sorghum,-1,129.5,19.75791033,76.25037633,7899.459818,3.870466834,26.79823498,67.57732762,21.60778587,5.159590177,33.31070119,198.366582,12,2,5,8,30.42744262,120.2620302,0.5068219662,14.11832539,233.1738089,0.03218202578,45,1.652525338,227,0.6999139645,2.303889923,1.741247365,3510.568535,2990.568535,2860.568535,2470.568535,2210.568535,9634.247527,8174.247527,7809.247527,6714.247527,5984.247527,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,127,365,127,127,365,127,27.01070114,157.0572976,365,365,365,365,3,FALSE,3
1130,1404,Maharashtra,C,75,1710,-1,Sorghum,,Jowar (Kharif),162,6/11,196,7/15,179,35,274,10/1,308,11/4,291,35,imdagrimet,,NA,Sorghum,-1,112,20.74478769,76.60546721,4150.689181,3.236279858,27.1274125,69.13152312,21.41030491,4.69502167,34.25404672,218.0935533,12,2,5,7,29.70316322,173.2859609,0.3903504102,14.20551711,206.7132744,0.02642517559,105,1.80900672,227,1.141743937,2.731163676,1.778258171,3054.226098,2606.226098,2494.226098,2158.226098,1934.226098,9692.448102,8232.448102,7867.448102,6772.448102,6042.448102,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,123,365,123,123,365,123,27.26987587,167.0262286,365,365,365,365,3,FALSE,3
1131,1405,Maharashtra,C,75,1710,-1,Sorghum,,Jowar (Kharif),148,5/28,196,7/15,172,49,274,10/1,322,11/18,298,49,imdagrimet,,NA,Sorghum,-1,126,18.75293398,75.10036346,10991.07157,4.156226728,25.85305746,74.74342751,21.39823511,1.771579484,31.27559271,239.6675282,12,1,5,7,27.82545986,155.1552951,0.4100478644,14.06987072,209.2659479,0.01348853889,16,1.928186995,197,1.03812602,1.952536786,1.738533808,3255.096676,2751.096676,2625.096676,2247.096676,1995.096676,9400.75696,7940.75696,7575.75696,6480.75696,5750.75696,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,133,365,133,133,365,133,25.83410061,170.2158536,365,365,365,365,3,FALSE,3
1132,1406,Maharashtra,C,75,1710,-1,Sorghum,,Jowar (Kharif),162,6/11,196,7/15,179,35,274,10/1,294,10/21,284,21,imdagrimet,,NA,Sorghum,-1,105,20.38182863,78.45071668,2284.679213,3.836445264,27.33902981,91.122603,21.13642506,8.807743832,34.92516729,303.9954511,12,1,5,7,30.03727858,228.6246029,0.3894456543,14.17844313,206.1139996,0.05638602602,105,2.322850219,227,1.503897574,2.891523935,1.797928086,2887.416209,2467.416209,2362.416209,2047.416209,1837.416209,9723.696843,8263.696843,7898.696843,6803.696843,6073.696843,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,131,365,131,131,365,131,27.49920199,234.7302169,365,365,365,365,3,FALSE,3
1133,1407,Maharashtra,C,75,1710,-1,Sorghum,,Jowar (Kharif),148,5/28,203,7/22,175.5,56,260,9/17,322,11/18,291,63,imdagrimet,,NA,Sorghum,-1,115.5,17.5973332,75.19613127,6225.195988,5.763436813,25.57234706,78.1560124,21.91758077,1.202615079,30.30072506,247.5736783,12,1,5,7,26.56817898,169.7079519,0.3692309066,13.98434264,198.3606335,0.00894538857,16,2.019874419,197,1.217659253,1.488507531,1.699262423,2925.031236,2461.031236,2345.031236,1997.031236,1765.031236,9330.270051,7870.270051,7505.270051,6410.270051,5680.270051,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,145,365,145,145,365,145,25.21578652,177.6088353,365,365,365,365,3,FALSE,3
1134,1408,Maharashtra,C,75,1710,-1,Sorghum,2,Jowar (Rabi),239,8/27,280,10/7,259.5,42,358,12/24,77,3/18,35,85,imdagrimet,"Harvest represents ""maturity and harvest""",NA,Sorghum.2,-1,140.5,18.88479324,75.18805626,14269.93803,3.638952113,25.83885565,67.9185465,21.31705938,2.021533117,31.34554613,208.072557,12,1,5,7,25.67678395,159.6884138,0.4819465385,12.95585469,207.0982226,0.01539138457,16,1.674684096,197,1.121307872,1.98813291,1.715926926,3284.419562,2720.419562,2579.419562,2156.419562,1874.419562,9394.265004,7934.265004,7569.265004,6474.265004,5744.265004,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,131,365,131,131,365,131,23.29375576,38.86708644,365,365,365,365,3,TRUE,3X
1135,1409,Maharashtra,C,75,1710,-1,Sorghum,2,Jowar (Rabi),267,9/24,315,11/11,291,49,22,1/22,70,3/11,46,49,imdagrimet,,NA,Sorghum.2,-1,120,17.55276661,75.09016839,10557.9484,6.723660556,26.15268371,62.08515847,22.32815536,0.9376378765,30.88972847,163.1823276,12,1,5,9,25.85213127,81.40989044,0.6674808159,12.43719703,223.7563774,0.006930054472,16,1.302287005,197,0.5370096891,1.541153127,1.636691336,2820.296472,2340.296472,2220.296472,1860.296472,1620.296472,9516.974721,8056.974721,7691.974721,6596.974721,5866.974721,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,138,365,138,138,365,138,23.5024706,19.22149501,365,365,365,365,3,TRUE,3X
1136,1410,Maharashtra,C,75,1710,-1,Sorghum,2,Jowar (Rabi),246,9/3,280,10/7,263,35,29,1/29,77,3/18,53,49,imdagrimet,,NA,Sorghum.2,-1,155,19.87540137,76.06722618,8250.337782,3.809177387,26.88107008,66.22394942,21.67980297,4.194591126,33.37809857,194.9986687,12,2,5,8,26.69099525,136.4461169,0.5154335331,12.90080249,210.9235098,0.02622180243,45,1.626129726,227,0.9291688881,2.345336315,1.749522582,3706.486287,3086.486287,2931.486287,2466.486287,2156.486287,9659.233682,8199.233682,7834.233682,6739.233682,6009.233682,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,126,365,126,126,365,126,23.91281475,27.95710832,365,365,365,365,3,TRUE,3X
1137,1411,Maharashtra,C,75,1710,-1,Wheat,Winter,Wheat,302,10/29,336,12/2,319,35,64,3/5,98,4/8,81,35,imdagrimet,,NA,Wheat.Winter,-1,127,20.7767129,78.56258551,618.9307466,3.128970118,27.11021037,90.36546048,20.77681918,10.54067186,34.83575304,303.6124554,12,2,5,7,23.33674362,12.06444881,0.7870405999,11.9277718,208.2200342,0.0561312472,105,2.328658214,197,0.09182767524,3.018991431,1.791645506,2956.468691,2448.468691,2321.468691,1940.468691,1686.468691,9652.896009,8192.896009,7827.896009,6732.896009,6002.896009,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,130,365,130,130,365,130,23.27928103,12.42984455,365,365,365,365,3,TRUE,3X
1138,1412,Maharashtra,C,75,1710,-1,Wheat,Winter,Wheat,295,10/22,336,12/2,315.5,42,57,2/26,105,4/15,81,49,imdagrimet,,NA,Wheat.Winter,-1,130.5,20.532966,79.28966909,562.6829921,3.835937749,27.34585136,104.4674619,20.75960289,8.718889959,35.16342332,367.6510032,12,11,5,7,23.68025904,13.42103241,0.7648052723,11.98505349,208.7404551,0.05796902038,135,2.785660726,197,0.1008647031,3.112979647,1.819080046,3073.809795,2549.809795,2418.809795,2025.809795,1763.809795,9707.251491,8247.251491,7882.251491,6787.251491,6057.251491,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,132,361,132,132,365,132,23.46419691,11.97185561,365,365,365,365,3,TRUE,3X
1139,1413,Maharashtra,C,75,1710,-1,Wheat,Winter,Wheat,309,11/5,336,12/2,322.5,28,85,3/26,126,5/6,105.5,42,imdagrimet,"Index only includes first two districts (WJS: I trust the data sheet itself, which gives all 4 districts)",NA,Wheat.Winter,-1,148,19.08532473,74.19645477,1492.742104,2.551189946,25.03725518,83.85979324,20.75121372,0.8692937847,30.04084406,312.7150639,1,2,5,7,22.65055793,26.07086874,0.7911597174,11.96435892,212.4283581,0.005561506295,45,2.56995216,197,0.196411303,1.941426829,1.770539416,3444.251224,2852.251224,2704.251224,2260.251224,1964.251224,9140.632877,7680.632877,7315.632877,6220.632877,5490.632877,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,135,365,135,135,365,135,23.27196773,6.781799245,365,365,365,365,3,TRUE,3X
1140,1414,Maharashtra,C,75,1710,-1,Wheat,Winter,Wheat,302,10/29,350,12/16,326,49,78,3/19,119,4/29,98.5,42,imdagrimet,,NA,Wheat.Winter,-1,137.5,19.68362314,75.45288469,1610.115261,2.924413838,26.15648185,53.492554,21.24052413,3.396635963,32.19376571,138.2142406,12,2,5,9,22.8509621,21.37909334,0.7993101122,11.89833774,208.6274538,0.02144792757,45,1.110857115,227,0.1640892412,2.223213123,1.669085549,3313.931429,2761.931429,2623.931429,2209.931429,1933.931429,9470.428124,8010.428124,7645.428124,6550.428124,5820.428124,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,123,365,123,123,365,123,24.01814479,7.224569872,365,365,365,365,3,TRUE,3X
1141,1415,Maharashtra,C,75,1710,-1,Cotton,,Cotton (Kharif),120,4/30,189,7/8,154.5,70,288,10/15,42,2/11,347.5,120,imdagrimet,,NA,Cotton,-1,193,20.960508,78.11638273,1171.1795,2.977998528,27.19491532,82.46802982,21.07938185,8.952582634,34.83353023,273.2111574,12,2,5,7,32.8574633,98.31637049,0.5720983699,14.1601179,249.7893706,0.04610776553,105,2.131650177,227,0.5191547891,2.911362212,1.786830615,5138.135277,4366.135277,4173.135277,3594.135277,3208.135277,9681.498619,8221.498619,7856.498619,6761.498619,6031.498619,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,127,365,127,127,365,127,26.8127654,142.5882332,365,365,365,365,3,FALSE,3
1142,1416,Maharashtra,C,75,1710,-1,Cotton,,Cotton (Kharif),162,6/11,196,7/15,179,35,323,11/19,7,1/7,347.5,50,imdagrimet,,NA,Cotton,-1,168.5,19.88526245,77.64069603,2013.602141,4.880308288,27.32068418,82.55309107,21.58420725,7.152854315,34.46638677,265.9166887,12,2,5,7,29.56408699,205.4313,0.38914002,14.14171601,205.501735,0.04461817144,45,2.087532732,227,1.364048284,2.594119226,1.782910419,4412.206165,3736.206165,3567.206165,3060.206165,2722.206165,9746.419889,8286.419889,7921.419889,6826.419889,6096.419889,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,130,365,130,130,365,130,26.10772879,140.6968952,365,365,365,365,3,FALSE,3
1143,1417,Maharashtra,C,75,1710,-1,Cotton,,Cotton (Kharif),155,6/4,203,7/22,179,49,309,11/5,14,1/14,344,71,imdagrimet,,NA,Cotton,-1,165,19.61073413,76.26671717,1214.865848,4.131587015,26.86719747,68.12047046,21.74890297,5.037110964,33.30018865,198.0394887,12,2,5,8,28.63509795,161.6256499,0.3829487758,14.12156297,203.7573789,0.03125089158,45,1.64313291,227,1.095973759,2.245271417,1.742062629,4259.574325,3599.574325,3434.574325,2939.574325,2609.574325,9657.987344,8197.987344,7832.987344,6737.987344,6007.987344,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,128,365,128,128,365,128,25.81560197,118.1366788,365,365,365,365,3,FALSE,3
1144,1418,Maharashtra,C,75,1710,-1,Cotton,,Cotton (Kharif),134,5/14,182,7/1,158,49,295,10/22,343,12/9,319,49,imdagrimet,,NA,Cotton,-1,161,20.75515493,75.63727383,1543.084867,2.727935112,26.86430855,63.13231303,21.31610518,2.721538591,33.65455619,196.644598,12,2,5,8,31.57266721,102.8452649,0.559542593,14.1711696,246.6949003,0.01536058369,105,1.663802443,227,0.5585119226,2.702810554,1.777335422,4374.594714,3730.594714,3569.594714,3086.594714,2764.594714,9637.405708,8177.405708,7812.405708,6717.405708,5987.405708,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,121,365,121,121,365,121,27.25148929,128.3698036,365,365,365,365,3,FALSE,3
1145,1419,Maharashtra,C,75,1710,-1,Groundnuts,,Groundnut (Kharif),155,6/4,189,7/8,172,35,281,10/8,322,11/18,301.5,42,imdagrimet,,NA,Groundnuts,-1,129.5,21.15924305,76.39123293,747.8928114,2.106220563,26.66982804,75.35950676,20.88698789,5.238316726,33.62364378,256.6749988,1,2,5,7,30.34634882,162.0349735,0.4423054449,14.24869488,219.5885745,0.031239015,105,2.004439797,197,0.9993262263,2.867697406,1.800908909,3533.898212,3013.898212,2883.898212,2493.898212,2233.898212,9573.9229,8113.9229,7748.9229,6653.9229,5923.9229,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,124,365,124,124,365,124,27.1878851,173.1729734,365,365,365,365,3,FALSE,3
1146,1420,Maharashtra,C,75,1710,-1,Groundnuts,,Groundnut (Kharif),155,6/4,224,8/12,189.5,70,253,9/10,336,12/2,294.5,84,imdagrimet,,NA,Groundnuts,-1,105,17.35950331,74.49198163,1776.068302,5.248863635,25.18086955,90.80861188,22.03771102,0.5431501247,29.37742367,324.8371625,12,1,5,7,25.16667172,287.0734958,0.2966665404,13.90964988,181.0590856,0.004070672611,16,2.699225964,197,2.293463574,1.28617846,1.725087426,2598.689778,2178.689778,2073.689778,1758.689778,1548.689778,9191.369967,7731.369967,7366.369967,6271.369967,5541.369967,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,152,365,152,152,365,152,24.74942646,198.5472977,365,365,365,365,3,FALSE,3
1147,1421,Maharashtra,C,75,1710,-1,Groundnuts,2,Groundnut (Rabi),344,12/10,49,2/18,14,71,78,3/19,154,6/3,116,77,imdagrimet,,NA,Groundnuts.2,-1,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
1148,1422,Maharashtra,C,75,1710,-1,Pulses,Gram,Gram,288,10/15,336,12/2,312,49,43,2/12,84,3/25,63.5,42,imdagrimet,,NA,Pulses.Gram,-1,116.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
